file,sha256_12,canonical_id,canonical_name,is_canonical,twins,twins_elsewhere,width,height,series,stray_class,consumers,entity_folders,provenance_1_7_10,fan_out_targets
boyfriend7.png,b4230eec5153,img_b4230eec5153,boyfriend7.png,yes,,,64,32,boyfriend0..27 x28 (law 0..27: ok),,BoyfriendRenderer,boyfriend,boyfriend7.png,
boyfriend8.png,02d1e8b4c860,img_02d1e8b4c860,boyfriend8.png,yes,,,64,32,boyfriend0..27 x28 (law 0..27: ok),,BoyfriendRenderer,boyfriend,boyfriend8.png,
boyfriend9.png,bc67b1782625,img_bc67b1782625,boyfriend9.png,yes,,,64,32,boyfriend0..27 x28 (law 0..27: ok),,BoyfriendRenderer,boyfriend,boyfriend9.png,
brutalfly.png,3913c04ff154,img_3913c04ff154,brutalfly.png,yes,brutalflytexture.png,,64,32,,,BrutalflyGeoReplacement;BrutalflyRenderer,brutalfly,Brutalflytexture.png,brutalflytexture.png
brutalfly_overlay2.png,44711a3f8a23,img_44711a3f8a23,brutalfly_overlay2.png,yes,,,64,32,brutalfly_overlay2..2 x1,,,,Brutalfly_overlay2.png,
brutalflytexture.png,3913c04ff154,img_3913c04ff154,brutalfly.png,no,brutalfly.png,,64,32,,,,brutalfly,Brutalflytexture.png,
butterfly.png,c0eb382b339b,img_c0eb382b339b,butterfly.png,yes,vampire_butterfly.png,,64,32,,,ButterflyRenderer,butterfly;vampire_butterfly,butterfly.png,vampire_butterfly.png
butterfly2.png,8c7343448add,img_8c7343448add,butterfly2.png,yes,,,64,32,butterfly2..4 x3,,ButterflyRenderer,butterfly,butterfly2.png,
butterfly3.png,55ec4dbdc656,img_55ec4dbdc656,butterfly3.png,yes,,,64,32,butterfly2..4 x3,,ButterflyRenderer,butterfly,butterfly3.png,
butterfly4.png,6c3b1063d64e,img_6c3b1063d64e,butterfly4.png,yes,,,64,32,butterfly2..4 x3,,ButterflyRenderer,butterfly,butterfly4.png,
camarasaurus.png,ce7069a6a1da,img_ce7069a6a1da,camarasaurus.png,yes,,,256,256,,,CamarasaurusRenderer,camarasaurus,camarasaurus.png,
cannon_fodder.png,32b8477c377e,img_32b8477c377e,dungeonbeast.png,no,botwtexture.png;dungeonbeast.png,,128,64,,,CannonFodderRenderer,cannon_fodder;dungeon_beast,Botwtexture.png,
cassowary.png,bc1b31068cdc,img_bc1b31068cdc,cassowary.png,yes,,,64,32,,,CassowaryRenderer,cassowary,Cassowary.png,
caterkiller.png,45c2aef57eca,img_45c2aef57eca,caterkiller.png,yes,caterkillertexture.png,,256,512,,,CaterKillerRenderer,cater_killer,CaterKillertexture.png,caterkillertexture.png
caterkillertexture.png,45c2aef57eca,img_45c2aef57eca,caterkiller.png,no,caterkiller.png,,256,512,,,,cater_killer,CaterKillertexture.png,
cavefisher.png,e22eef895663,img_e22eef895663,cavefisher.png,yes,,,64,32,,,CaveFisherRenderer,cave_fisher,CaveFisher.png,
cephadrome.png,183938535646,img_183938535646,cephadrome.png,yes,,,512,256,,,CephadromeRenderer,cephadrome,Cephadrome.png,
chainsawtexture.png,43b3143f28a5,img_43b3143f28a5,chainsawtexture.png,yes,,item/chainsawtexture.png,64,64,,"item-renderer texture (a held weapon/tool model), not a mob",OreSpawnItemRenderer,,Chainsawtexture.png,
chipmunk.png,dfc88fa34ea1,img_dfc88fa34ea1,chipmunk.png,yes,chipmunktexture.png,,64,32,,,ChipmunkRenderer,chipmunk,chipmunktexture.png,chipmunktexture.png
chipmunktexture.png,dfc88fa34ea1,img_dfc88fa34ea1,chipmunk.png,no,chipmunk.png,,64,32,,,,chipmunk,chipmunktexture.png,
chipmunktexture2.png,ac93128a9a90,img_ac93128a9a90,chipmunktexture2.png,yes,,,64,32,chipmunktexture2..3 x2,,,,chipmunktexture2.png,
chipmunktexture3.png,5b47405e6e46,img_5b47405e6e46,chipmunktexture3.png,yes,,,64,32,chipmunktexture2..3 x2,,,,chipmunktexture3.png,
cliffracer.png,9bf2ecfd94ac,img_9bf2ecfd94ac,cliffracer.png,yes,cliffracertexture.png,,64,64,,,CliffRacerGeoReplacement;CliffRacerRenderer,cliff_racer,Cliffracertexture.png,cliffracertexture.png
cliffracertexture.png,9bf2ecfd94ac,img_9bf2ecfd94ac,cliffracer.png,no,cliffracer.png,,64,64,,,,cliff_racer,Cliffracertexture.png,
cloudshark.png,245b7a905d95,img_245b7a905d95,cloudshark.png,yes,,,64,64,,,CloudSharkRenderer,cloud_shark,CloudShark.png,
coin.png,c6f6d07a72ba,img_c6f6d07a72ba,coin.png,yes,cointexture.png,,512,512,,,CoinGeoReplacement;CoinRenderer,coin,Cointexture.png,cointexture.png
cointexture.png,c6f6d07a72ba,img_c6f6d07a72ba,coin.png,no,coin.png,,512,512,,,,coin,Cointexture.png,
crab.png,bfb3f081a720,img_bfb3f081a720,crab.png,yes,robotcrabtexture.png,,256,512,,,CrabRenderer,crab,RobotCrabtexture.png,robotcrabtexture.png
creepinghorror.png,3fd0ecb6e185,img_3fd0ecb6e185,creepinghorror.png,yes,,,128,128,,,CreepingHorrorRenderer,creeping_horror,CreepingHorror.png,
cricket.png,c7916610dabd,img_c7916610dabd,cricket.png,yes,crickettexture.png,,64,64,,,CricketRenderer,cricket,Crickettexture.png,crickettexture.png
crickettexture.png,c7916610dabd,img_c7916610dabd,cricket.png,no,cricket.png,,64,64,,,,cricket,Crickettexture.png,
cryolophosaurus.png,cffe8c1cc7de,img_cffe8c1cc7de,cryolophosaurus.png,yes,,,128,128,,,CryolophosaurusRenderer,cryolophosaurus,cryolophosaurus.png,
crystal_cow.png,6b2f3337f149,img_6b2f3337f149,crystal_cow.png,yes,,,64,32,,,CrystalCowRenderer,crystal_cow,crystal_cow.png,
darkmoth.png,e097e4cca22c,img_e097e4cca22c,darkmoth.png,yes,,,64,32,,,LunaMothRenderer,luna_moth,darkmoth.png,
dragon.png,370eca467777,img_370eca467777,dragon.png,yes,,,256,128,,,BabyDragonRenderer;DragonRenderer,baby_dragon;dragon,Dragon.png,
dragonfly.png,4bf8669cff81,img_4bf8669cff81,dragonfly.png,yes,,,64,64,,,DragonflyGeoReplacement;DragonflyRenderer,dragonfly,dragonfly.png,
dungeonbeast.png,32b8477c377e,img_32b8477c377e,dungeonbeast.png,yes,botwtexture.png;cannon_fodder.png,,128,64,,,DungeonBeastRenderer,cannon_fodder;dungeon_beast,Botwtexture.png,botwtexture.png;cannon_fodder.png
easterbunny.png,204190d1dc7e,img_204190d1dc7e,easterbunny.png,yes,easterbunnytexture.png,,64,128,,,EasterBunnyRenderer,easter_bunny,EasterBunnytexture.png,easterbunnytexture.png
easterbunnytexture.png,204190d1dc7e,img_204190d1dc7e,easterbunny.png,no,easterbunny.png,,64,128,,,,easter_bunny,EasterBunnytexture.png,
elevator.png,5201b295c1b1,img_5201b295c1b1,elevator1.png,no,elevator1.png,,64,64,,,,elevator,Elevator1.png,
elevator1.png,5201b295c1b1,img_5201b295c1b1,elevator1.png,yes,elevator.png,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator1.png,elevator.png
elevator10.png,7b1211925b7c,img_7b1211925b7c,elevator10.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator10.png,
elevator2.png,ccb2b966b0e9,img_ccb2b966b0e9,elevator2.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator2.png,
elevator3.png,4f7f4addad6c,img_4f7f4addad6c,elevator3.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator3.png,
elevator4.png,880ced359200,img_880ced359200,elevator4.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator4.png,
elevator5.png,672ce96651b7,img_672ce96651b7,elevator5.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator5.png,
elevator6.png,21f3d61441f3,img_21f3d61441f3,elevator6.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator6.png,
elevator7.png,31cea7cb70ec,img_31cea7cb70ec,elevator7.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator7.png,
elevator8.png,51a130981eb4,img_51a130981eb4,elevator8.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator8.png,
elevator9.png,7d9836f0de5c,img_7d9836f0de5c,elevator9.png,yes,,,64,64,elevator1..10 x10 (law 1..10: ok),,ElevatorGeoReplacement;ElevatorRenderer,elevator,Elevator9.png,
emerald_1.png,58f0e7a00915,img_58f0e7a00915,emerald_1.png,yes,,models/armor/emerald_layer_1.png,64,32,emerald_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/emerald_layer_1.png (byte-identical),,,emerald_1.png,
emerald_2.png,7dd41dd86d62,img_7dd41dd86d62,emerald_2.png,yes,,models/armor/emerald_layer_2.png,64,32,emerald_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/emerald_layer_2.png (byte-identical),,,emerald_2.png,
emperorscorpion.png,356142327e6f,img_356142327e6f,emperorscorpion.png,yes,,,256,128,,,EmperorScorpionRenderer,emperor_scorpion,emperorscorpion.png,
enchanted_apple_cow.png,25438f060885,img_25438f060885,gold_cow.png,no,gold_cow.png;golden_apple_cow.png,,64,32,,,EnchantedAppleCowRenderer,enchanted_apple_cow;gold_cow;golden_apple_cow,gold_cow.png,
enderknight.png,b09ceb988fab,img_b09ceb988fab,enderknight.png,yes,enderknighttexture.png,,512,512,,,EnderKnightRenderer,ender_knight,EnderKnighttexture.png,enderknighttexture.png
enderknighttexture.png,b09ceb988fab,img_b09ceb988fab,enderknight.png,no,enderknight.png,,512,512,,,,ender_knight,EnderKnighttexture.png,
enderreaper.png,60d40c214084,img_60d40c214084,enderreaper.png,yes,enderreapertexture.png,,512,512,,,EnderReaperRenderer,ender_reaper,EnderReapertexture.png,enderreapertexture.png
enderreapertexture.png,60d40c214084,img_60d40c214084,enderreaper.png,no,enderreaper.png,,512,512,,,,ender_reaper,EnderReapertexture.png,
evilrubberduckytexture.png,4d8c0d688f06,img_4d8c0d688f06,queenhead.png,no,queenhead.png,,64,64,,,,queen_head,EvilRubberDuckytexture.png,
experience_1.png,309df0c4e4c3,img_309df0c4e4c3,experience_1.png,yes,,models/armor/experience_layer_1.png,64,32,experience_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/experience_layer_1.png (byte-identical),,,experience_1.png,
experience_2.png,ec90d2b3e557,img_ec90d2b3e557,experience_2.png,yes,,models/armor/experience_layer_2.png,64,32,experience_1..2 x2,armor sheet stray: the shipped armor layer is textures/models/armor/experience_layer_2.png (byte-identical),,,experience_2.png,
eyemoth.png,6ea344647870,img_6ea344647870,eyemoth.png,yes,,,64,32,,,LunaMothRenderer;MothraRenderer,luna_moth;mothra,eyemoth.png,
fairytexture.png,932c3a9d811c,img_932c3a9d811c,fairytexture.png,yes,,,64,64,,,FairyRenderer,fairy,fairytexture.png,
fairytexture2.png,f25f7d557f46,img_f25f7d557f46,fairytexture2.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture2.png,
fairytexture3.png,8abc707b1ef3,img_8abc707b1ef3,fairytexture3.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture3.png,
fairytexture4.png,4ef1d0fb15eb,img_4ef1d0fb15eb,fairytexture4.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture4.png,
fairytexture5.png,728f38704a36,img_728f38704a36,fairytexture5.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture5.png,
fairytexture6.png,df309ae37110,img_df309ae37110,fairytexture6.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture6.png,
fairytexture7.png,f577bdd44061,img_f577bdd44061,fairytexture7.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture7.png,
fairytexture8.png,54ba3d1b282f,img_54ba3d1b282f,fairytexture8.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture8.png,
fairytexture9.png,dbf7ad5e7587,img_dbf7ad5e7587,fairytexture9.png,yes,,,64,64,fairytexture2..9 x8,,FairyRenderer,fairy,fairytexture9.png,
fireflytexture.png,02c5d8c32b28,img_02c5d8c32b28,fireflytexture.png,yes,,,64,128,,,FireflyGeoReplacement;FireflyRenderer,firefly,Fireflytexture.png,
firemoth.png,361e95818701,img_361e95818701,firemoth.png,yes,,,64,32,,,LunaMothRenderer,luna_moth,firemoth.png,
flounder.png,4ab9b1064eea,img_4ab9b1064eea,flounder.png,yes,floundertexture.png,,64,32,,,FlounderRenderer,flounder,Floundertexture.png,floundertexture.png
floundertexture.png,4ab9b1064eea,img_4ab9b1064eea,flounder.png,no,flounder.png,,64,32,,,,flounder,Floundertexture.png,
frogprince.png,63cc38074372,img_63cc38074372,frogprince.png,yes,,,64,32,,,BoyfriendRenderer,boyfriend,FrogPrince.png,
frogprince2.png,1a7e8fa24ef7,img_1a7e8fa24ef7,frogprince2.png,yes,,,64,32,frogprince2..2 x1,,BoyfriendRenderer,boyfriend,FrogPrince2.png,
frogprincess.png,30b8a9c45700,img_30b8a9c45700,frogprincess.png,yes,,,64,32,,,,,FrogPrincess.png,
frogprincess2.png,aa2f82385b93,img_aa2f82385b93,frogprincess2.png,yes,,,64,32,frogprincess2..2 x1,,,,FrogPrincess2.png,
frogtexture.png,46faf9748218,img_46faf9748218,frogtexture.png,yes,,,64,64,,,FrogRenderer,frog,Frogtexture.png,
gammametroid.png,f60ece0e98f1,img_f60ece0e98f1,gammametroid.png,yes,,,256,64,,,GammaMetroidRenderer,gamma_metroid,GammaMetroid.png,
gazelletexture.png,37944832100a,img_37944832100a,gazelletexture.png,yes,,,64,64,,,GazelleRenderer,gazelle,Gazelletexture.png,
ghost.png,105f04d40d68,img_105f04d40d68,ghost.png,yes,ghosttexture.png,,64,64,,,GhostRenderer,ghost,Ghosttexture.png,ghosttexture.png
ghost_skelly.png,fcbd6e91dffd,img_fcbd6e91dffd,ghost_skelly.png,yes,ghostskellytexture.png,,128,64,,,GhostSkellyRenderer,ghost_skelly,GhostSkellytexture.png,ghostskellytexture.png
ghostskellytexture.png,fcbd6e91dffd,img_fcbd6e91dffd,ghost_skelly.png,no,ghost_skelly.png,,128,64,,,,ghost_skelly,GhostSkellytexture.png,
ghosttexture.png,105f04d40d68,img_105f04d40d68,ghost.png,no,ghost.png,,64,64,,,,ghost,Ghosttexture.png,
giantrobot.png,7b971080da98,img_7b971080da98,giantrobot.png,yes,giantrobottexture.png,,256,512,,,GiantRobotRenderer,giant_robot;jeffery,GiantRobottexture.png,giantrobottexture.png
giantrobottexture.png,7b971080da98,img_7b971080da98,giantrobot.png,no,giantrobot.png,,256,512,,,,giant_robot;jeffery,GiantRobottexture.png,
